title,date,authors,keyword,Unnamed: 4
Model-based health-monitoring of an electro-mechanical actuator for unmanned aerial system flight controls,June 2017,G. Di Rito,"aerospace control,autonomous aerial vehicles,condition monitoring,electromechanical actuators,fault diagnosis",
Thermal and magnetic correlation in apparent strain down to 4.2 K and up to 6 T on strain gauges,June 2017,Carlo Ferrero,"cryogenics,magnetic sensors,strain gauges,strain sensors,stress measurement,superconductivity,thermal conductivity measurement,transducers",
Infrared structured light generation by optical MEMS and application to depth perception,June 2017,Sabina Merlo,"image processing,micromirrors,optical scanners",
Runways ground monitoring system by phase-sensitive optical-fiber OTDR,June 2017,Sabina Merlo,"airports,distributed sensors,fibre optic sensors,geophysical techniques,geotechnical engineering,optical time-domain reflectometry,position measurement,roads",
An accelerometer for spaceborne application with interferometrie readout,June 2017,Marco Pisani,"accelerometers,aerospace instrumentation,fibre lasers,light interferometers,readout electronics",
Quantitative defect size estimation in shearography inspection by wavelet transform and shear correction,June 2017,Gian Marco Revel,"carbon fibre reinforced composites,shearography,wavelet transforms",
MarsTEM sensor simulations in Martian dust environment,June 2017,Giacomo Colombatti,"cosmic dust,light sources,Mars,planetary atmospheres",
Study on calibration technology of port quick leak detector for spacecraft,June 2017,Lan Zhao,"calibration,leak detection,shapes (structures),space vehicles,standards,temperature control,temperature sensors,vacuum pumps",
Mini-radar system for flying platforms,June 2017,Dario Tarchi,"airborne radar,CW radar,FM radar,search radar",
Distributed Data Aggregation Scheduling in Multi-Channel and Multi-Power Wireless Sensor Networks,2017,Meirui Ren,"data aggregation,minimisation,pattern clustering,telecommunication scheduling,wireless sensor networks",
Discrete Global Sliding Mode Control for Time-Delay Carbon Fiber Multilayer Diagonal Loom,2017,Wei Liu,"carbon fibres,delays,discrete time systems,robust control,variable structure systems",
Malicious-Behavior-Aware D2D Link Selection Mechanism,2017,Ruyan Wang,"cellular radio,neural nets,telecommunication network reliability,telecommunication security,telecommunication traffic",
"Random, Persistent, and Adaptive Spectrum Sensing Strategies for Multiband Spectrum Sensing in Cognitive Radio Networks With Secondary User Hardware Limitation",2017,Tianyi Xiong,"cognitive radio,Markov processes,radio spectrum management,signal detection,telecommunication traffic,wireless channels",
Network Security Situation Awareness Based on Semantic Ontology and User-Defined Rules for Internet of Things,2017,Guangquan Xu,"computer network security,inference mechanisms,Internet of Things,ontologies (artificial intelligence)",
A way for creating and using a theory of a project in designing of a software intensive system,July 2017,P. Sosnin,"question answering (information retrieval),software engineering",
Toward a Rigorous Approach for Verifying Cyber-Physical Systems Against Requirements,Spring 2017,D. Bouskela,"cyber-physical systems,formal verification",
Comparison of Static Phase Shifter and Unified Power Flow Controller-Based Interphase,Spring 2017,Khalid Elamari,"electric current control,flexible AC transmission systems,load flow control,minimisation,phase shifters,power control,power transmission control,power transmission lines",
On the Impact of High Penetration of Rooftop Solar Photovoltaics on the Aging of Distribution Transformers,Spring 2017,Shady A. El Batawy,"ageing,building integrated photovoltaics,distribution networks,Markov processes,Monte Carlo methods,power transformers",
"Optimization and Energy Management in Smart Home Considering Photovoltaic, Wind, and Battery Storage System With Integration of Electric Vehicles",Spring 2017,Fady Y. Melhem,"battery storage plants,design of experiments,electric vehicles,energy management systems,integer programming,linear programming,minimisation,photovoltaic power systems,smart power grids,Taguchi methods,wind power plants",
Comparison Between Numerical and Analytical Methods of AC Resistance Evaluation for Medium-Frequency Transformers: Validation on a Prototype and Thermal Impact Analysis,Spring 2017,A. Pereira,"DC-DC power convertors,finite element analysis,prototypes,transformer windings",
Harmonics Mitigation in a Steel Industry Using 11-Level Cascaded Multilevel Inverter-Based DSTATCOM,Spring 2017,Tejinder Singh Saggu,"cascade networks,furnaces,harmonic distortion,harmonics suppression,IEEE standards,invertors,power supply quality,static VAr compensators,steel industry",
Design and Experimental Measurement of EMI Reduction Techniques for Integrated Switching DC/DC Converters,Spring 2017,Sergio Saponara,"automobiles,DC-DC power convertors,electromagnetic interference,hybrid electric vehicles,interference suppression,overvoltage,switching convertors",
Two-Diode Model-Based Nonlinear MPPT Controller for PV Systems,Spring 2017,Hamed Taheri,"diodes,maximum power point trackers,nonlinear control systems,photovoltaic power systems,power generation control,power system transients",
Energy Trading in the Smart Grid: A Distributed Game-Theoretic Approach,Spring 2017,Naouar Yaagoubi,"game theory,minimisation,power markets,pricing,smart power grids",
Temporal and Spatial Load Management Methods for Cost and Emission Reduction,Spring 2017,Zhongyang Zhao,"climate mitigation,cost reduction,demand side management,optimisation,pollution control,power consumption,power generation economics,pricing",
Comparing three simple ways of generating neighboring solutions when solving the cell formation problem using two versions of migrating birds optimization,July 2017,Boris Almonacid,"manufacturing industries,manufacturing processes,minimisation",
Evaluation of the shared-memory parallel Fast Marching Method for re-distancing problems,July 2017,Georgios Diamantopoulos,"mathematics computing,parallel algorithms,shared memory systems",
Evaluation of Real Time Location System technologies in the health care sector,July 2017,J Pancham,health care,
IdenEH: Identify error-handling code snippets in large-scale software,July 2017,Jinyu Liu,error handling,
Improve performance of machine translation service using memcached,July 2017,Priyank Gupta,"cache storage,language translation,natural language processing",
Information retrieval based feature analysis for product line adoption in 4GL systems,July 2017,Andr��s Kicsi,"feature extraction,information retrieval,programming languages,software architecture,software product lines",
Input and output artefacts in portfolio practices from the OGC standard for Management of Portfolios,July 2017,Ana Lima,"SPEM,software process engineering metamodel,MoP,Management of Portfolios,Office of Government Commerce,decision making,investment opportunities,software development organizations,customer satisfaction,OGC standard,portfolio practices",
Automatic Recognition of Activities of Daily Living Utilizing Insole-Based and Wrist-Worn Wearable Sensors,July 2018,Nagaraj Hegde,"biomedical telemetry,body sensor networks,gait analysis,patient monitoring,pattern classification",
Wireless Information and Power Transfer to Maximize Information Throughput in WBAN,October 2017,Liheng Wang,"body area networks,energy harvesting,nonlinear programming,protocols,relay networks (telecommunication),telecommunication power management",
Experimental and Theoretical Study of a Piezoelectric Vibration Energy Harvester Under High Temperature,December 2017,Emmanuelle Arroyo,"cantilevers,energy harvesting,micromechanical devices,piezoelectric transducers,Q-factor,thermal stresses,vibrations",
Analysis and Elimination of the Capacitive Feedthrough Current on Electrostatically Actuated and Sensed Resonance-Based MEMS Sensors,December 2017,Mustafa Kang��l,"accelerometers,electrostatic actuators,gyroscopes,micromechanical devices,micromechanical resonators,microsensors,temperature sensors",
Quasi-3-D Finite-Element Method for Simulating Cylindrical Induction-Heating Devices,2017,Laura A. M. D��Angelo,"finite element analysis,induction heating,tensors",
Synthetic Aperture Sonar Image Contrast Prediction,April 2018,Daniel A. Cook,"oceanographic techniques,sediments,sonar imaging,synthetic aperture sonar",
Optimization of the Source Power Usage in Spectral-Domain Optical Coherence Tomography,October 2017,Yimin Wang,"Optical coherence tomography,instrumentation,medical photonics,imaging systems.",
Secure OFDM Transmission Precoded by Chaotic Discrete Hartley Transform,April 2018,Adnan A.E. Hajomer,"discrete Hartley transforms,error statistics,OFDM modulation,optical modulation,passive optical networks,precoding,quadrature amplitude modulation",
Effect of Stoichiometry on the Lifetime and Doping Concentration of Polycrystalline CdTe,September 2017,Imran S. Khan,"cadmium compounds,carrier lifetime,doping profiles,II-VI semiconductors,minority carriers,photoluminescence,semiconductor doping,semiconductor growth,semiconductor thin films,solar cells,stoichiometry,thin film devices,time resolved spectra,vapour deposition,wide band gap semiconductors",
Potentials of Active and Passive Geospatial Crowdsourcing in Complementing Sentinel Data and Supporting Copernicus Service Portfolio,October 2017,Fabio Dell��Acqua,"artificial satellites,crowdsourcing,data handling,geophysics computing,statistical analysis",
Deep Boltzmann Regression With Mimic Features for Oscillometric Blood Pressure Estimation,15 September 2017,Soojeong Lee,"blood,blood pressure measurement,bootstrapping,medical signal processing,patient monitoring,regression analysis",
Food Intake Detection Using Ultrasonic Doppler Sonar,15 September 2017,Ki-Seung Lee,"acoustic signal processing,amplitude modulation,biomedical ultrasonics,channel bank filters,Doppler shift,feature extraction,interference (signal),medical signal detection,medical signal processing,patient monitoring,sonar detection",
Photoelectric Response in Indium-Tin Oxide Films,15 September 2017,Alexey V. Makhin,"indium compounds,laser beams,photoelectricity",
A 5GHz Digital Fractional- $N$ PLL Using a 1-bit Delta?Sigma Frequency-to-Digital Converter in 65 nm CMOS,September 2017,Mrunmay Talegaonkar,"CMOS integrated circuits,delay lock loops,delta-sigma modulation,microwave integrated circuits,phase locked loops,time-digital conversion",
Semisupervised PolSAR Image Classification Based on Improved Cotraining,November 2017,Wenqiang Hua,"image classification,image resolution,learning (artificial intelligence),radar imaging,radar polarimetry,synthetic aperture radar",
Enhancement of Patch Antenna Gain Using Cylindrical Shell-Shaped Superstrate,2017,Masoud Sharifian Mazraeh Mollaei,"antenna radiation patterns,compensation,electric fields,lens antennas,microstrip antennas",
Partial Overlapped Time-Shifted Pilots for Massive MIMO Systems,November 2017,Wenson Chang,"Massive MIMO,pilot contamination,time-shifted pilot,fractional pilot reuse,partial time-shifted pilot",
Optimal Transmit Beamforming for Secure SWIPT in a Two-Tier HetNet,November 2017,Bin Li,"HetNets,SWIPT,secrecy rate,successive convex approximation,second-order cone programming",
Blind Detection for Spatial Modulation Systems Based on Clustering,November 2017,Longfei You,"Affinity propagation (AP),blind detection,K-means clustering (KMC),spatial modulation (SM)",
Optimality of Unconstrained Pulse Inputs to the Bergman Minimal Model,January 2018,Christopher Townsend,"biochemistry,sugar",
Low-Temperature Characterization of Cu?Cu:Silica-Based Programmable Metallization Cell,September 2017,W. Chen,"copper,integrated circuit metallisation,integrated circuit modelling,programmable circuits,random-access storage,silicon compounds,thermal analysis",
Design and Simulation of a Novel Graded-Channel Heterojunction Tunnel FET With High ${I} _{\scriptscriptstyle\text {ON}}/{I} _{\scriptscriptstyle\text {OFF}}$ Ratio and Steep Swing,September 2017,Jiadi Zhu,"high electron mobility transistors,junction gate field effect transistors,leakage currents,semiconductor device models,tunnel transistors",
Mobile Application to Detect Induction Motor Faults,December 2017,Arunava Naha,"accelerometers,computerised instrumentation,fault diagnosis,mobile computing,smart phones,squirrel cage motors,vibrations",
"An RS-GIS-Based ComprehensiveImpact Assessment of Floods?A Case Study in Madeira River, Western Brazilian Amazon",September 2017,Leonardo B. L. Santos,"disasters,floods,geographic information systems,geophysical image processing,image classification,learning (artificial intelligence),remote sensing,rivers",
Spatial Disaggregation of Coarse Soil Moisture Data by Using High-Resolution Remotely Sensed Vegetation Products,September 2017,Seokhyeon Kim,vegetation mapping,
Radar HRRP Target Recognition Based on t-SNE Segmentation and Discriminant Deep Belief Network,September 2017,Mian Pan,"belief networks,learning (artificial intelligence),object recognition,radar computing,radar resolution,signal resolution",
Adapting Remote Sensing to New Domain With ELM Parameter Transfer,September 2017,Suhui Xu,"geophysical image processing,image classification,learning (artificial intelligence),remote sensing",
Experimental Investigation of the Temperature-Dependent Magnon Density and Its Influence on Studies of Spin-Transfer-Torque-Driven Systems,2017,Thomas Meyer,"boson systems,Brillouin spectra,ferromagnetism,magnetoelectronics,magnons,spin waves",
Highly Efficient 2.84- $\mu \text{m}$ Emission in Ho3+/Yb3+ Co-Doped Tellurite?Germanate Glass for Mid-Infrared Laser Materials,01 September 2017,Junjie Zhang,"absorption coefficients,germanate glasses,holmium,infrared spectra,optical glass,solid lasers,tellurium compounds,ytterbium",
Class-Aware Analysis Dictionary Learning for Pattern Classification,December 2017,Jiujun Wang,"image classification,image coding,iterative methods,matrix algebra,minimisation",
Widely Linear Quaternion Unscented Kalman Filter for Quaternion-Valued Feedforward Neural Network,September 2017,Li Xiaodong,"feedforward neural nets,gradient methods,Kalman filters,matrix algebra,nonlinear filters",
Inria: From Cold-War Computing to Digital Sciences,2017,Pascal Guitton,"Inria,digital sciences,computer science",
Computer Architectures for Autonomous Driving,2017,Shaoshan Liu,"computer architecture,traffic engineering computing",
Energy-Proportional Computing: A New Definition,2017,Rathijit Sen,"energy conservation,power aware computing,reconfigurable architectures",
"Voltage, Throughput, Power, Reliability, and Multicore Scaling",2017,Fei Xia,"multiprocessing systems,parallel processing,power aware computing,software tools",
Scaling the Computer to the Problem: Application Programming with Unlimited Memory,2017,Ike Nassi,"programming,storage management,virtual machines",
"The Weird, the Small, and the Uncontrollable: Redefining the Frontiers of Computing",2017,Christof Teuscher,computers,
Methodological Irregularities in Programming-Language Research,2017,Andreas Stefik,"programming languages methodological irregularities,evidence standards,software investment,software engineering",
Shaping Strategies for the IoT,2017,John Hagel,Internet of Things,
Sustaining Moore's law with 3D chips,2017,Erik P. DeBenedictis,"computer architecture,three-dimensional integrated circuits",
"Is Chocolate Good for You?or, Is the Cloud Secure?",2017,Kate Netkachova,"cloud computing,security of data",
The Lingua Franca of Technology,2017,David Alan Grier,"lingua franca,text translation,technology language,global code column",
Best Paper and Best Department Article Unveiled,2017,Yong Rui,"multimedia,healthcare,mobile,networking",
Multimedia at CHI: Telepresence at Work for Remote Conference Participation,2017,Susanne Boll,"telepresence,robotics,human-computer interaction,multimedia,networking,distributed systems,intelligent systems,Internet/Web technologies,pervasive computing,virtualization",
Augmented Reality in Reality,2017,Haibin Ling,"augmented reality,software engineering",
Network Function Virtualization and Software-Defined Networking: Advancing Multimedia Distribution,2017,Xiaoqing Zhu,"multimedia,networking,software engineering,Internet/Web technologies,cloud",
vCache: Supporting Cost-Efficient Adaptive Bitrate Streaming,2017,Guanyu Gao,"cache storage,signal representation,transcoding,video coding,video streaming,virtualisation",
Dynamic Deployment and Optimization of Virtual Content Delivery Networks,2017,Nicolas Herbaut,"contracts,Internet,multimedia systems,optimisation,video signal processing,video streaming,virtualisation",
Multimedia Content Delivery with Network Function Virtualization: The Energy Perspective,2017,Silvery Fu,"Internet,multimedia computing,power aware computing,virtualisation",
"The Future of Multimedia Distribution: An Interview with Baochun Li, Diego R. Lopez, and Christian Timmerer",2017,Xiaoqing Zhu,"multimedia computing,software defined networking,virtualisation",
Beyond 1 Million Nodes: A Crowdsourced Video Content Delivery Network,2017,Lifeng Sun,"content management,content-based retrieval,crowdsourcing,quality of experience,resource allocation,video retrieval",
Cryptanalyzing an Image-Scrambling Encryption Algorithm of Pixel Bits,2017,Chengqing Li,"cryptography,image processing,multimedia systems",
When Cloud Media Meet Network Function Virtualization: Challenges and Applications,2017,Yichao Jin,"cloud computing,resource allocation,software defined networking,telecommunication network routing,virtualisation",
Degradation of low temperature poly-Si TFTs under bipolar gate pulses with DC drain bias,October 2016,Yanwen Wu,"cryogenic electronics,elemental semiconductors,hot carriers,p-n junctions,semiconductor device models,silicon,thin film transistors",
A new surface-potential-based compact model for polysilicon thin-film transistors,October 2016,Fei Yu,"circuit simulation,Poisson equation,semiconductor device models,silicon,surface potential,thin film transistors",
A closed-form DC model for amorphous oxide semiconductor TFTs considering both non-degenerate and degenerate conduction,October 2016,Jielin Fang,thin film transistors,
NanoCMOS and steep switch technologies for ultimate nanoelectronics devices,October 2016,Francis Balestra,"aluminium compounds,CMOS integrated circuits,gallium compounds,III-V semiconductors,indium compounds,MOSFET,nanoelectronics,nanowires,tunnel transistors",
A novel deep-impurity-level assisted tunneling technology for enhanced interband tunneling probability,October 2016,RunDong Jia,"deep levels,field effect transistors,impurity states,probability,tunnel transistors",
A low-power low-noise 160��120 17?m pixel pitch TEC-less uncooled infrared image sensor,October 2016,Dahe Liu,"amplifiers,analogue-digital conversion,image sensors,infrared imaging,low-power electronics,readout electronics,temperature measurement,temperature sensors",
Enhanced ethanol sensing performance of tin oxide nanoparticles doped with palladium and graphene,October 2016,Jiabin Fang,"gas sensors,graphene,nanofabrication,nanoparticles,organic compounds,palladium,precipitation (physical chemistry),tin compounds",
Electrochemical dopamine biosensor using over-oxidized polypyrrole with assistance of graphene,October 2016,Jian Zhang,"biosensors,electrochemical electrodes,electrochemical sensors,gold,graphene,microelectrodes,organic compounds,oxidation",
A single photon avalanche diode in standard CMOS technology for range finding,October 2016,Jing Cao,"avalanche photodiodes,CMOS integrated circuits,electric breakdown,integrated optoelectronics,interface states,p-n junctions",
A low-offset vertical Hall device with a couple of three-contact vertical Hall elements,October 2016,Jun Xu,"CMOS integrated circuits,Hall effect devices",
Energy-efficient wireless temperature sensoring for smart building applications,October 2016,Xin Chen,"energy conservation,intelligent sensors,temperature measurement,temperature sensors,wireless sensor networks,Zigbee",
A hybrid graphene-metal oxide sensor for formaldehyde detection at room temperature,October 2016,Xiaohui Tang,"gas sensors,graphene,nickel compounds,organic compounds",
Electrical impedance and radiation modes Determination for LiNbO3 MEMS ultrasonic array transducer using KLM and FEM modelling,October 2016,Wei-Zhen Wang,"eigenvalues and eigenfunctions,finite element analysis,impedance matching,lithium compounds,micromechanical devices,niobium compounds,ultrasonic transducer arrays",
Improved photon detection efficiency of single photon avalanche diodes with buried layer structure,October 2016,Ping Xiang,"avalanche photodiodes,buried layers,ion implantation,p-n junctions",
An efficient method for testing multipliers of embedded DSPs in FPGA,October 2016,Zhiqian Zhang,"adders,built-in self test,digital signal processing chips,embedded systems,field programmable gate arrays,logic testing,multiplying circuits",
Zynq-based solid-state drive prototyping platform for emerging non-volatile memories,October 2016,Longfei Wang,"benchmark testing,memory architecture,performance evaluation,reconfigurable architectures,resistive RAM",
Design and implementation of hardware-based low latency TCP offload engine for 10 Gbps Ethernet,October 2016,Li Ding,"Big Data,computer centres,local area networks,transport protocols",
Fast FPGA compilation based on relocatable P&R constraints,October 2016,Chong Wang,"field programmable gate arrays,modules",
Design of FPGA's high-speed and low-power programmable interconnect,October 2016,Weitong Chen,"circuit optimisation,field programmable gate arrays,interconnections,logic design,low-power electronics",
Performance evaluation of input sharing LUT architectures in FPGA,October 2016,Chen-Chang Zhu,"field programmable gate arrays,hardware description languages,network routing,pattern clustering,table lookup",
"A 300 mV, 6-bit ultra-low power SAR ADC",October 2016,Jie Lin,"analogue-digital conversion,carrier mobility,compensation,MOSFET",
A 14-bit 8-column shared SAR ADC for 640��512 IRFPA,October 2016,Zhaokai Liu,"analogue-digital conversion,focal planes",
A 5KS/s 112nW SAR ADC for portable bio-potential acquisition system,October 2016,Kerou Wang,"analogue-digital conversion,biomedical electronics,CMOS digital integrated circuits",
A 10-bit 100-MS/s power-efficient asynchronous SAR ADC,October 2016,Beichen Zhang,"analogue-digital conversion,CMOS digital integrated circuits",
A 10-bit 100-MS/s hybrid ADC based on flash-SAR architecture,October 2016,Zhang Zhang,"analogue-digital conversion,capacitors,CMOS digital integrated circuits,comparators (circuits),computer architecture,energy conservation,integrated circuit design,power aware computing",
A 12-bit cyclic ADC for image sensor,October 2016,Can Peng,"analogue-digital conversion,CMOS image sensors,comparators (circuits),operational amplifiers,readout electronics",
A correlation-based background calibration technology for the pipeline A/D Converter,October 2016,Hongmei Chen,"analogue-digital conversion,calibration,correlation methods,least mean squares methods",
A 7.9 fJ/conversion-step 10-bit 125 MS/s SAR ADC with simplified power-efficient digital control logic,October 2016,Mingxiao He,"analogue-digital conversion,capacitor switching,CMOS integrated circuits,digital control,flip-flops,low-power electronics,sample and hold circuits",
A low-complexity FFT Processor using two-dimensional algebraic integer encoding,October 2016,Sangho Yun,"algebraic codes,circuit complexity,fast Fourier transforms,microprocessor chips",
High-frequency low-distortion one-tone and two-tone signal generation using arbitrary waveform generator,October 2016,Tomonori Yanagida,"digital signal processing chips,harmonics suppression,waveform generators",
Sine signal generation with specified multiple harmonics suppression,October 2016,Masayuki Kawabata,"detector circuits,digital control,harmonics suppression,integrated circuit testing,mixed analogue-digital integrated circuits,signal generators",
A CFAR processing method based on DB4 wavelet in multi-clutter background,October 2016,Jiang-Yi Shi,"clutter,echo,log normal distribution,object detection,signal detection,Weibull distribution",
Time-of-flight estimation for single-photon LIDARs,October 2016,Tzu-Hsien Sang,"avalanche diodes,maximum likelihood estimation,optical radar,signal detection",
An efficient architecture of the sign-error LMS adaptive filter,October 2016,Ming Liu,"adaptive filters,least mean squares methods",
Hardware friendly algorithm of HR real time stereo matching for automatic drive,October 2016,Liming Wang,"artificial intelligence,image matching,image segmentation,image texture,stereo image processing",
The systematic design for high speed interpolated/averaging ADC,October 2016,He Tang,"analogue-digital conversion,CMOS digital integrated circuits",
A programming language for embedded processor networks,October 2016,Fritz Mayer-Lindenberg,"application specific integrated circuits,embedded systems,field programmable gate arrays,programming languages",
The current observer design for buck converter,October 2016,Dian Wang,"power convertors,variable structure systems",
A full-featured Verification Intellectual Property and its application in GJB RFID protocol,October 2016,Zheng Xie,"industrial property,protocols,radiofrequency identification",
Complex chaotic measurement: New concept and basic case,October 2016,Wen-Shi Li,"complex chaotic measurement,IC test technology,active measurement,device under test,Boolean chaotic circuit,DUT,3D IC,3D-RLC under test,weak open circuit,bridging fault,initial value sensitivity,random amplification",
Compact modeling for system level simulation based on multi-physics,October 2016,T. K. Maiti,"energy conservation,MOSFET",
Zero Temperature Coefficient behavior for advanced MOSFETs,October 2016,Joao Martino,"low-power electronics,MOSFET,semiconductor device models,silicon-on-insulator",
Extending Mextram for wide temperature range compact modeling of SiGe HBTs,October 2016,Guofu Niu,"Ge-Si alloys,heterojunction bipolar transistors,semiconductor device models",
Can we tell something about the barrier for capture from Random Telegraph Signal time constants without changing the temperature?,October 2016,Eddy Simoen,"random telegraph signal time constants,gate voltage dependence,emission time constant,inelastic tunneling,oxide trap parameters,activation energy,capture cross section",
Effect of single oxide trap on electrostatic properties in tunneling field effect transistor,October 2016,Si-Tong Bu,"electrostatics,field effect transistors,semiconductor device models,tunnel transistors",
Modeling of carrier transport with spin degree-of-freedom and its application to analysis of topological insulator (TI) FET operation,October 2016,Zhiping Yu,"Boltzmann equation,electron spin polarisation,field effect transistors,hydrodynamics,method of moments,plasma instability,semiconductor device models,terahertz wave generation",
Mind the drain from strain: Effects of strain on the leakage current of Si diodes,October 2016,Felipe Murphy-Armando,"elemental semiconductors,leakage currents,semiconductor diodes,silicon",
Investigation on the static noise margin of 6T SRAM composed of 2D semiconductor MOSFETs,October 2016,Chen Chen,"contact resistance,MOSFET,semiconductor doping,SRAM chips",
Gate-to-source/drain fringing capacitance model with process variation of MOSFET in 40nm generation,October 2016,Jiaqi Ren,"capacitance,circuit simulation,MOSFET,nanoelectronics",
A double-�� equivalent circuit model for GaN on-chip inductors,October 2016,Han-Sheng Wang,"equivalent circuits,gallium compounds,III-V semiconductors,inductors,wide band gap semiconductors",
Analysis and optimization of tunneling-FET based on SOI,October 2016,Li Ying,"field effect transistors,Ge-Si alloys,high-k dielectric thin films,leakage currents,silicon-on-insulator,tunnel transistors",
Graphene coupled with silicon quantum dots for high-performance silicon Schottky photodetectors,October 2016,Yang Xu,"elemental semiconductors,graphene devices,light reflection,photodetectors,Schottky barriers,semiconductor quantum dots,silicon",
Enhancement of photocurrent in suspended monolayer graphene,October 2016,Jianhong Song,"field effect transistors,graphene devices,photoconductivity,photoemission,semiconductor doping,thermoelectricity",
Synthesis of highly uniform monolayer graphene by etching the multilayer spots for electronic devices,October 2016,Pei Peng,"chemical vapour deposition,electron mobility,graphene devices,hole mobility",
Improved contact properties of Metal/Graphene interface by inserting MoOx dielectric layer,October 2016,Wei He,"contact resistance,dielectric materials,doping,electrodes,field effect transistors,graphene devices,molybdenum compounds",
Strain effect on electronic structure of La-doped monolayer graphene,October 2016,Xiaomi Zhang,"carbon,density functional theory,energy gap,graphene,lanthanum,monolayers",
Detailed placement in advanced technology nodes: A survey,October 2016,Yibo Lin,"integrated circuit design,lithography",
Improve clock tree efficiency for low power clock tree design,October 2016,Zhe Ge,"clocks,integrated circuit design,low-power electronics",
A SRNoC-based adaptive routing scheme for network-on-chip,October 2016,Jiang-Yi Shi,"hardware description languages,network routing,network-on-chip",
Clock Tree Synthesis and optimization in BES1300 IC Smart Card,October 2016,Fei Xie,"clocks,optimisation,smart cards",
A novel methodology of process weak-point identification to accelerate process development and yield ramp-up,October 2016,Linda Zhuang,"integrated circuit design,integrated circuit testing,integrated circuit yield,silicon",
Utilizing 3D ICs in architectures for neural networks,October 2016,Qiaosha Zou,"neural nets,three-dimensional integrated circuits",
A novel double-density single-gate vertical-channel (SGVC) 3D NAND Flash utilizing a flat-channel thin-body device,October 2016,Chia-Jung Chiu,"electric fields,flash memories,thin film transistors",
A vertical and junctionless channel with T-shaped gate 1T-DRAM using new operate mechanism,October 2016,Cyuan-You Yu,DRAM chips,
Punch-through reading mechanism and body raised up structure for a novel Punch-Through DRAM,October 2016,Chih-Chia Lin,DRAM chips,
Vertical Channel Capacitor-less One-Transistor DRAMs with a pass-way Trench for improving Retention Time,October 2016,Ting-Pi Hsu,DRAM chips,
String select transistor leakage suppression by threshold voltage modulation in 3D NAND Flash Memory,October 2016,Yu Zhang,"flash memories,NAND circuits,silicon,thin film transistors,three-dimensional integrated circuits",
Analysis of nano-filament evolution in Ni-based RRAM devices using in-situ TEM,October 2016,Chaolun Wang,"nickel,resistive RAM,transmission electron microscopy",
Design considerations of SAR ADCs in CMOS technology for high speed circuit applications with a time-interleaved architecture,October 2016,Long Zhao,"analogue-digital conversion,CMOS digital integrated circuits",
A low noise 12-bit D/A converter integrated with chopper output buffer for MEMS accelerometer,October 2016,Xiang-Liang Jin,"accelerometers,buffer circuits,choppers (circuits),circuit stability,CMOS digital integrated circuits,digital-analogue conversion,ladder networks,microsensors,resistors",
Limit cycle suppression technique using digital dither in delta sigma DA modulator,October 2016,Jun-ya Kojima,"delta-sigma modulation,field programmable gate arrays,logic gates",
A 200 KHz bandwidth ���� DAC with a spur free modulator,October 2016,Chen Yaya,"circuit feedback,digital-analogue conversion,harmonics suppression,sigma-delta modulation",
A 0.18 ?m high resolution bandpass delta-sigma modulator for acceleration transducer applications,October 2016,Cao Tianlin,"delta-sigma modulation,low-power electronics",
A calibration technology for 6 Bit 30 Gsps ADC,October 2016,Wen-Shuai Bai,"analogue-digital conversion,calibration,field programmable gate arrays,statistical analysis",
Dynamic Mismatch Compensation (DMC) algorithm for amplitude and timing errors in current-steering DACs,October 2016,Dan Fang,"calibration,digital-analogue conversion",
A 16GS/s 6-bit current-steering DAC with TI topology in 40nm CMOS,October 2016,Bao Li,"CMOS digital integrated circuits,design for testability,digital-analogue conversion,integrated circuit testing,network topology",
Digital encoding module used in a 6-bit 1.33-GS/s folding and interpolating ADC,October 2016,Zhiyuan Dai,analogue-digital conversion,
A directly triggered asynchronous SAR logic with variable delay unit,October 2016,Rong-Tao Liao,"asynchronous circuits,comparators (circuits),flip-flops",
A capacitor self-calibration technique for high resolution ADCs,October 2016,Yitong Cao,"analogue-digital conversion,calibration,capacitors",
An area-efficient multi-bit sigma-delta modulator,October 2016,YongSheng Wang,"CMOS digital integrated circuits,sigma-delta modulation",
Design of a high-resolution Time-to-Digital converter chip,October 2016,Anping Jiang,"calibration,CMOS logic circuits,delay lines,oscillators,time measurement,time-digital conversion",
A background calibration technology for capacitance mismatch in pipelined ADCs with 2.5-bit/stage MDAC,October 2016,Hai-bin Li,"analogue-digital conversion,calibration,capacitors,CMOS digital integrated circuits,digital-analogue conversion",
A fast convergence speed and high accuracy calibration method for pipelined ADCs based on the conjugate gradient algorithm,October 2016,Sujuan Liu,"analogue-digital conversion,calibration,conjugate gradient methods,Hessian matrices,Newton method,pipeline processing,search problems",
Analog / mixed-signal circuit design based on mathematics,October 2016,Haruo Kobayashi,"encoding,mixed analogue-digital integrated circuits,modulation,network synthesis,number theory,signal processing,statistical analysis",
A buck converter with float gate width and float gate voltage driver,October 2016,Ping Luo,"tloat gate voltage controller,light load status,peak current mode,three segment float gate width controller,load driving capacity,total power dissipation,double N-type power MOSFET buck converter,float gate voltage driver,current 150 mA",
An analog integrated MPPT controller designed for DMPPT solar array,October 2016,Ru-Cheng Jiang,"maximum power point trackers,perturbation techniques,pulse width modulation,solar cell arrays,tracking",
An on-chip CMOS relaxation oscillator with 29.69ppm/��C temperature coefficient,October 2016,Yi Cao,"CMOS analogue integrated circuits,radiofrequency integrated circuits,radiofrequency oscillators,relaxation oscillators",
